id,classificacao_da_ocorrencia,dt_da_ocorrencia,municipio,uf,regiao,fabricante,modelo
7166,Incidente Grave,2016-12-08,GOIÂNIA,GO,Centro-Oeste,NEIVA,EMB-810D
7166,Incidente Grave,2016-12-08,GOIÂNIA,GO,Centro-Oeste,NEIVA,EMB-810D
7165,Acidente,2016-11-19,SÃO SEBASTIÃO DO PARAÍSO,MG,Sudeste,CESSNA AIRCRAFT,172A
7164,Incidente Grave,2016-11-28,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,AEROMOT,AMT-100
7164,Incidente Grave,2016-11-28,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,AEROMOT,AMT-100
7941,Incidente,2018-07-13,RECIFE,PE,Nordeste,AIRBUS S.A.S.,A320-214
7940,Incidente Grave,2018-07-22,CAIRU,BA,Nordeste,CESSNA AIRCRAFT,310R
7942,Acidente,2018-07-20,TIMON,MA,Nordeste,Flyer Indústria Aeronáutica LTDA,RV-10
7940,Incidente Grave,2018-07-22,CAIRU,BA,Nordeste,CESSNA AIRCRAFT,310R
7939,Incidente,2018-07-20,BRAGANÇA PAULISTA,SP,Sudeste,NEIVA,56-C
7938,Ocorrência de Solo,2018-07-18,BRASÍLIA,DF,Centro-Oeste,EMBRAER,EMB-500
7937,Incidente Grave,2018-07-18,SANTANA DO LIVRAMENTO,RS,Sul,EMBRAER,EMB-810C
7937,Incidente Grave,2018-07-18,SANTANA DO LIVRAMENTO,RS,Sul,EMBRAER,EMB-810C
7936,Incidente,2018-07-18,JERICOACOARA,CE,Nordeste,EMBRAER,ERJ 190-200 LR
7935,Incidente Grave,2014-08-01,CAMPO GRANDE,MS,Centro-Oeste,NEIVA,EMB-810D
7934,Incidente,2018-07-17,SERRA DOURADA,BA,Nordeste,CESSNA AIRCRAFT,208B
7932,Incidente Grave,2018-05-25,GOIÂNIA,GO,Centro-Oeste,CESSNA AIRCRAFT,208B
7932,Incidente Grave,2018-05-25,GOIÂNIA,GO,Centro-Oeste,BELL HELICOPTER,429
7931,Incidente,2018-07-13,JUAZEIRO DO NORTE,CE,Nordeste,HELIBRAS,AS 350 B2
7930,Incidente Grave,2018-07-16,MATINHOS,PR,Sul,CESSNA AIRCRAFT,152
7699,Incidente,2018-01-23,ANÁPOLIS,GO,Centro-Oeste,BEECH AIRCRAFT,E55
7698,Acidente,2018-01-26,ARROIO GRANDE,RS,Sul,CESSNA AIRCRAFT,A188B
7696,Acidente,2018-02-12,ITAPETININGA,SP,Sudeste,AIR TRACTOR,AT-402A
7695,Acidente,2018-02-11,RIO BRANCO,AC,Norte,,ADVENTURE
7688,Acidente,2018-02-14,PASSO FUNDO,RS,Sul,AEROALCOOL  TECNOLOGIA  LTDA,AA-155 QUASAR LITE II
7693,Acidente,2018-02-01,MATA,RS,Sul,CESSNA AIRCRAFT,A188B
7692,Ocorrência de Solo,2018-02-07,SÃO LUIS,MA,Nordeste,AIRBUS S.A.S.,A320-232
7691,Incidente,2018-02-07,VITÓRIA,ES,Sudeste,BOEING COMPANY,737-4K5
7690,Incidente,2018-02-09,SÃO PAULO,SP,Sudeste,BELL HELICOPTER,407
7689,Incidente,2018-02-08,SÃO JOSÉ DO RIO PRETO,SP,Sudeste,MAULE AIRCRAFT,M-7-235B ANFIBIO
7687,Acidente,2018-01-21,VILA VELHA,ES,Sudeste,PARADISE INDUSTRIA AERONÁUTICA LTDA,PARADISE P1 LSA
7687,Acidente,2018-01-21,VILA VELHA,ES,Sudeste,PARADISE INDUSTRIA AERONÁUTICA LTDA,PARADISE P1 LSA
7686,Ocorrência de Solo,2017-11-20,LONDRINA,PR,Sul,CESSNA AIRCRAFT,150J
7424,Incidente,2017-07-19,FORTALEZA,CE,Nordeste,AIRBUS INDUSTRIE,A320-251N
7423,Incidente,2017-07-17,BELO HORIZONTE,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
7412,Incidente,2017-06-30,SÃO VICENTE,SP,Sudeste,HELIBRAS,AS 350 B2
7685,Acidente,2018-01-18,ITABELA,BA,Nordeste,AIR TRACTOR,AT-402B
7429,Incidente,2017-07-24,LONDRINA,PR,Sul,EMBRAER,ERJ 190-200 IGW
7428,Incidente,2017-07-25,FORTALEZA,CE,Nordeste,BEECH AIRCRAFT,58
7427,Ocorrência de Solo,2017-07-25,BELÉM,PA,Norte,EMBRAER,EMB-820C NAVAJO
7426,Incidente,2017-07-25,CAMPINAS,SP,Sudeste,TWIN COMMANDER,695
7425,Incidente,2017-07-21,RIO DE JANEIRO,RJ,Sudeste,ROBINSON HELICOPTER,R44 II
7422,Acidente,2017-07-21,FRANCISCO BELTRÃO,PR,Sul,EMBRAER,EMB-810C
7421,Incidente,2017-06-03,RIO DE JANEIRO,RJ,Sudeste,LEARJET,35A
7420,Incidente,2017-07-17,CABO FRIO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
7417,Incidente,2017-07-01,LUZIÂNIA,GO,Centro-Oeste,CESSNA AIRCRAFT,210L
7417,Incidente,2017-07-01,LUZIÂNIA,GO,Centro-Oeste,,CARCARA I
7419,Acidente,2017-07-17,PONTA GROSSA,PR,Sul,PIPER AIRCRAFT,PA-25-235
7416,Incidente,2017-06-26,CURITIBA,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
7415,Incidente,2017-07-17,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-214
7414,Incidente,2017-07-13,FLORIANÓPOLIS,SC,Sul,CESSNA AIRCRAFT,152
7413,Incidente,2017-07-15,CURITIBA,PR,Sul,CIRRUS DESIGN,SR22
7411,Acidente,2017-07-04,UBATUBA,SP,Sudeste,CHINCUL SACAIFI,PA-28R-201T
7195,Acidente,2016-10-13,CANELA,RS,Sul,ROBINSON HELICOPTER,R44
7149,Incidente,2016-12-12,PORTO ALEGRE,RS,Sul,BEECH AIRCRAFT,C90
7148,Incidente,2017-06-10,PALMAS,TO,Norte,EMBRAER,EMB-810C
7147,Acidente,2017-06-02,BOCA DO ACRE,AM,Norte,PIPER AIRCRAFT,PA-28-235
7146,Acidente,2017-05-28,MUNDO NOVO,MS,Centro-Oeste,NEIVA,EMB-720D
7145,Incidente,2017-05-24,MANAUS,AM,Norte,EMBRAER,EMB-810C
7144,Acidente,2016-09-16,ANAMÃ,AM,Norte,,
7143,Acidente,2016-09-21,SÃO JOSÉ DO RIO PRETO,SP,Sudeste,,
7142,Acidente,2016-09-19,MIRANDA,MS,Centro-Oeste,NEIVA,EMB-810D
7141,Acidente,2016-09-18,VOTUPORANGA,SP,Sudeste,AERO BOERO,AB-115
7141,Acidente,2016-09-18,VOTUPORANGA,SP,Sudeste,AERO BOERO,AB-115
7140,Incidente Grave,2016-09-24,BRAGANÇA PAULISTA,SP,Sudeste,BEECH AIRCRAFT,N35
7139,Acidente,2016-09-23,PONTA GROSSA,PR,Sul,AERO BOERO,AB-115
7138,Acidente,2016-09-24,MARINGÁ,PR,Sul,PETRO JET SALES,EXTRA EA 230
7137,Incidente,2016-09-29,BRAGANÇA PAULISTA,SP,Sudeste,PIPER AIRCRAFT,PA-34-200
7136,Incidente,2017-04-28,MINAS GERAIS,MG,Sudeste,RAYTHEON AIRCRAFT,390
7135,Acidente,2017-04-21,SÃO JOSÉ DO RIO PARDO,SP,Sudeste,KLAUS SCHUMACHER,ZENAIR CH 701
7134,Incidente,2016-12-28,LUZIÂNIA,GO,Centro-Oeste,NEIVA,EMB-711A
7929,Incidente,2018-07-09,BELO HORIZONTE,MG,Sudeste,BOEING COMPANY,737-8EH
7928,Incidente Grave,2018-07-05,MONTES CLAROS,MG,Sudeste,BEECH AIRCRAFT,M35
7927,Incidente,2017-07-09,CORUMBÁ,MS,Centro-Oeste,CESSNA AIRCRAFT,182Q
7926,Incidente,2018-07-10,MARINGÁ,PR,Sul,AERO BOERO,AB-115
7925,Incidente,2018-07-10,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A321-211
7924,Acidente,2017-10-11,	ITAITUBA,PA,Norte,CESSNA AIRCRAFT,U206G
7923,Acidente,2018-04-10,CAMPO GRANDE,MS,Centro-Oeste,CESSNA AIRCRAFT,150M
7923,Acidente,2018-04-10,CAMPO GRANDE,MS,Centro-Oeste,CESSNA AIRCRAFT,150M
7922,Acidente,2018-07-03,CUMARU DO NORTE,PA,Norte,CESSNA AIRCRAFT,182N
7920,Acidente,2018-07-12,ITÁPOLIS,SP,Sudeste,CESSNA AIRCRAFT,150M
7920,Acidente,2018-07-12,ITÁPOLIS,SP,Sudeste,CESSNA AIRCRAFT,152
7919,Acidente,2018-07-16,CONFINS,MG,Sudeste,BOEING COMPANY,737-8EH
7918,Acidente,2018-07-14,BOM DESPACHO,MG,Sudeste,JIM DICKINSON,CHRISTEN EAGLE II
7917,Acidente,2018-07-22,GUARATUBA,PR,Sul,CESSNA AIRCRAFT,152
7917,Acidente,2018-07-22,GUARATUBA,PR,Sul,CESSNA AIRCRAFT,152
7915,Incidente,2018-07-10,BELÉM,PA,Norte,EMBRAER,ERJ 190-200 IGW
7912,Incidente,2018-07-04,TANGARÁ DAQ SERRA,MT,Centro-Oeste,PIPER AIRCRAFT,PA-31T2
7911,Incidente,2018-06-28,NOVA PRATA,RS,Sul,HAWKER BEECHCRAFT,B200GT
7910,Incidente,2018-07-09,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,560XL
7684,Acidente,2018-01-19,QUATRO IRMÃOS,RS,Sul,CESSNA AIRCRAFT,T188C
7683,Incidente,2017-12-26,SÃO PAULO,SP,Sudeste,EUROCOPTER DEUTSCHLAND,EC 135P2
7682,Acidente,2018-01-10,DOM PEDRITO,RS,Sul,CESSNA AIRCRAFT,A188B
7681,Acidente,2018-01-10,DOM PEDRITO,RS,Sul,CESSNA AIRCRAFT,A188B
7679,Incidente,2018-01-15,VITÓRIA DA CONQUISTA,BA,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
7680,Incidente,2018-01-17,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-251N
7678,Acidente,2018-01-15,AQUIRAZ,CE,Nordeste,MICROLEVE,ML 400T
7677,Incidente,2018-01-11,BENTO GONÇALVES,RS,Sul,CESSNA AIRCRAFT,172M
7676,Acidente,2018-01-14,JUNDIAÍ,SP,Sudeste,CESSNA AIRCRAFT,152
7675,Incidente,2018-01-12,PORTO ALEGRE,RS,Sul,BOEING COMPANY,727-225
7674,Incidente,2018-01-04,BELO HORIZONTE,MG,Sudeste,CIRRUS DESIGN,SR22
7673,Acidente,2018-01-10,SÃO LOURENÇO DO SUL,RS,Sul,CESSNA AIRCRAFT,A188B
7672,Incidente,2018-01-05,LONDRINA,PR,Sul,EMBRAER,EMB-810C
7671,Acidente,2018-01-06,ITAPEMA,SC,Sul,,
7670,Incidente,2018-01-04,CAMPO GRANDE,MS,Centro-Oeste,CIRRUS DESIGN,SR22
7410,Incidente,2017-07-09,GUARULHOS,SP,Sudeste,PIPER AIRCRAFT,PA-46-350P
7409,Acidente,2017-07-05,RIO DE JANEIRO,RJ,Sudeste,ROBINSON HELICOPTER,R66
7408,Acidente,2017-07-09,CAMPO MOURÃO,PR,Sul,ULISSES BERGGREN,C-195-T
7407,Ocorrência de Solo,2017-07-11,RIO DE JANEIRO,RJ,Sudeste,,
7406,Incidente,2017-07-11,PORTO ALEGRE,RS,Sul,BOEING COMPANY,727-2M7
7405,Incidente,2017-07-09,TEFÉ,AM,Norte,CESSNA AIRCRAFT,208B
7404,Incidente,2017-07-09,COROATÁ,MA,Nordeste,NEIVA,EMB-711B
7403,Acidente,2017-07-08,CAMPO NOVO DO PARECIS,MT,Centro-Oeste,PIPER AIRCRAFT,PA-34-200
7402,Incidente Grave,2017-07-10,LAJES,SC,Sul,PIPER AIRCRAFT,PA-28R-200
7401,Incidente,2017-07-07,JOINVILLE,SC,Sul,CESSNA AIRCRAFT,152
7399,Acidente,2017-07-11,BARRETOS,SP,Sudeste,EMBRAER,EMB-202A
7398,Ocorrência de Solo,2017-06-13,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A320-214
7400,Incidente,2017-07-09,CURITIBA,PR,Sul,PIPER AIRCRAFT,PA-34-200
7397,Incidente,2017-05-13,PORTO VELHO,RO,Norte,MITSUBISHI,MU-2B-25
7396,Incidente,2017-07-04,BELÉM,PA,Norte,AEROSPATIALE AND ALENIA,ATR-42-320
7133,Ocorrência de Solo,2017-05-01,GOIÂNIA,GO,Centro-Oeste,CESSNA AIRCRAFT,152
7131,Acidente,2016-12-04,SÃO LOURENÇO DA SERRA,SP,Sudeste,ROBINSON HELICOPTER,R44 II
7180,Acidente,2017-01-24,CAÇU,GO,Centro-Oeste,CESSNA AIRCRAFT,A188B
7132,Incidente Grave,2016-12-03,CARUARU,PE,Nordeste,CIA AERONAUTICA PAULISTA,CAP-4
7130,Incidente,2016-12-02,FORTALEZA,CE,Nordeste,EMBRAER,ERJ 190-200 IGW
7128,Acidente,2016-12-28,GUARAPARI,ES,Sudeste,CESSNA AIRCRAFT,152
7128,Acidente,2016-12-28,GUARAPARI,ES,Sudeste,CESSNA AIRCRAFT,152
7129,Acidente,2016-11-14,TRIUNFO,RS,Sul,CESSNA AIRCRAFT,A188B
7127,Incidente,2017-01-03,RIO DE JANEIRO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
7126,Ocorrência de Solo,2017-01-09,CUIABÁ,MT,Centro-Oeste,EMBRAER,ERJ 190-200 IGW
7125,Ocorrência de Solo,2017-01-10,CURITIBA,PR,Sul,AIRBUS S.A.S.,A318-122
7124,Acidente,2017-02-04,RESTINGA SECA,RS,Sul,NEIVA,EMB-202
7123,Acidente,2017-01-13,BURITAMA,SP,Sudeste,ROBINSON HELICOPTER,R44
7122,Acidente,2017-01-14,QUERÊNCIA DO NORTE,PR,Sul,NEIVA,EMB-201A
7121,Incidente,2017-01-12,SÃO LOURENÇO,MG,Sudeste,HELIBRAS,AS 350 B2
7909,Acidente,2018-07-08,BAURU,SP,Sudeste,PIPER AIRCRAFT,PA-18
7909,Acidente,2018-07-08,BAURU,SP,Sudeste,PIPER AIRCRAFT,PA-18
7908,Incidente,2018-07-08,GUARATINGUETÁ,SP,Sudeste,FLIGHT DESIGN,CTU
7907,Incidente,2018-06-15,BELO HORIZONTE,MG,Sudeste,EUROCOPTER DEUTSCHLAND,BK 117 C-2
7906,Acidente,2018-06-27,SORRISO,MT,Centro-Oeste,CIRRUS DESIGN,SR22
7906,Acidente,2018-06-27,SORRISO,MT,Centro-Oeste,CIRRUS DESIGN,SR22
7904,Incidente,2018-07-01,BELO HORIZONTE,MG,Sudeste,HELIBRAS,AS 350 B2
7903,Acidente,2018-07-01,BOM JESUS DO GALHO,MG,Sudeste,AERO BRAVO INDÚSTRIA AERONÁUTICA LTDA.,AMAZON
7902,Incidente Grave,2018-07-02,PARATY,RJ,Sudeste,PIPER AIRCRAFT,PA-28R-200
7901,Ocorrência de Solo,2018-05-17,VITÓRIA,ES,Sudeste,BOEING COMPANY,737-73V
7900,Incidente,2018-07-02,SÃO PAULO,SP,Sudeste,BEECH AIRCRAFT,95-B55
7899,Acidente,2018-06-30,TORRES,RS,Sul,CESSNA AIRCRAFT,180D
7661,Incidente Grave,2017-11-30,SÃO PAULO,SP,Sudeste,EMBRAER,EMB-505
7660,Incidente,2017-12-26,RIO DE JANEIRO,RJ,Sudeste,PIPER AIRCRAFT,PA-31
7899,Acidente,2018-06-30,TORRES,RS,Sul,CESSNA AIRCRAFT,180D
7898,Acidente,2018-06-29,ITAITUBA,PA,Norte,CESSNA AIRCRAFT,182G
7897,Acidente,2018-06-27,ITAITUBA,PA,Norte,PIPER AIRCRAFT,PA-31
7895,Incidente,2018-06-26,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,525
7894,Ocorrência de Solo,2018-06-26,PORTO ALEGRE,RS,Sul,,
7896,Incidente,2018-06-20,CURITIBA,PR,Sul,EUROCOPTER FRANCE,EC 130 B4
7893,Incidente,2018-06-23,BELO HORIZONTE,MG,Sudeste,EMBRAER,ERJ 190-200 LR
7669,Incidente Grave,2018-01-04,PORTO SEGURO,BA,Nordeste,CARLOS HENRIQUE FONSECA DE OLIVEIRA,FOX V-5 SUPER
7668,Incidente,2018-01-05,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A320-214
7666,Incidente,2018-01-05,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-214
7667,Incidente Grave,2018-01-04,RIO DE JANEIRO,RJ,Sudeste,BEECH AIRCRAFT,C90
7665,Incidente Grave,2018-01-03,ARROIO GRANDE,RS,Sul,NEIVA,EMB-201A
7664,Incidente,2018-01-03,PORTO SEGURO,BA,Nordeste,VERA LUCIA NICIOLI,RV-9A
7663,Ocorrência de Solo,2017-12-28,FORTALEZA,CE,Nordeste,AIRBUS S.A.S.,A320-251N
7661,Incidente Grave,2017-11-30,SÃO PAULO,SP,Sudeste,TEXTRON AVIATION,B200GT
7659,Ocorrência de Solo,2017-12-23,CAMPINAS,SP,Sudeste,AIRBUS S.A.S.,A330-243
7658,Acidente,2017-12-30,DOM PEDRITO,RS,Sul,CESSNA AIRCRAFT,A188B
7657,Incidente Grave,2017-12-29,UBATUBA,SP,Sudeste,CESSNA AIRCRAFT,510
7656,Incidente Grave,2017-12-23,CATUTI,MG,Sudeste,ROBINSON HELICOPTER,R66
7395,Acidente,2017-07-03,CANTÁ,RR,Norte,CESSNA AIRCRAFT,210M
7394,Incidente,2017-06-24,PARANÁ,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
7655,Incidente,2017-12-23,CABO FRIO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
7654,Incidente,2017-12-28,ARAGUAÍNA,TO,Norte,CESSNA AIRCRAFT,525
7393,Incidente,2017-06-28,BAURU,SP,Sudeste,CESSNA AIRCRAFT,152
7392,Ocorrência de Solo,2017-06-28,BELO HORIZONTE,MG,Sudeste,,AM-4 CUBLIGHT
7391,Incidente,2017-06-25,BELO HORIZONTE,MG,Sudeste,,PELICAN 500BR
7390,Acidente,2017-06-25,JUSSARA,GO,Centro-Oeste,PIPER AIRCRAFT,PA-23-250
7389,Incidente,2017-04-17,GUARULHOS,SP,Sudeste,BOEING COMPANY,727-225
7388,Acidente,2017-06-21,BONFIM,RR,Norte,AIR TRACTOR,AT-502B
7387,Ocorrência de Solo,2017-06-16,PRIMAVERA DO LESTE,MT,Centro-Oeste,BEECH AIRCRAFT,V35B
7386,Incidente Grave,2017-06-19,CANARANA,MT,Centro-Oeste,CESSNA AIRCRAFT,T210R
7385,Incidente,2017-06-13,PALMAS,TO,Norte,,
7384,Incidente,2017-06-10,ALTA FLORESTA,MT,Centro-Oeste,PIPER AIRCRAFT,PA-34-220T
7383,Incidente,2017-06-15,BELO HORIZONTE,MG,Sudeste,NEIVA,EMB-810D
7382,Acidente,2017-06-14,CARACARAÍ,RR,Norte,HELIBRAS,AS 350 B2
7381,Incidente,2017-06-15,BELÉM,PA,Norte,RAYTHEON AIRCRAFT,58
7379,Incidente,2017-06-11,CAXIAS DO SUL,RS,Sul,CESSNA AIRCRAFT,172S
7378,Acidente,2017-06-14,CARACARAÍ,RR,Norte,CESSNA AIRCRAFT,U206F
7362,Acidente,2017-02-11,BOTUCATU,SP,Sudeste,FLYER,COYOTE II
7163,Incidente,2016-11-17,JOAÇABA,SC,Sul,PIPER AIRCRAFT,PA-31T
7162,Incidente,2016-12-04,PATO BRANCO,PR,Sul,CESSNA AIRCRAFT,182P
7160,Incidente,2016-12-07,SOROCABA,SP,Sudeste,BEECH AIRCRAFT,A36TC
7161,Acidente,2016-11-24,TAPERA,RS,Sul,CESSNA AIRCRAFT,A188B
7159,Acidente,2016-11-29,LAJEADO GRANDE,SC,Sul,ROBINSON HELICOPTER,R44 II
7158,Acidente,2016-12-10,NOVO HORIZONTE,SC,Sul,,
7156,Incidente,2017-05-05,PASSO FUNDO,RS,Sul,EMBRAER,ERJ 190-200 LR
7155,Incidente,2017-04-25,SÃO PAULO,SP,Sudeste,EUROCOPTER FRANCE,AS 350 B2
7157,Acidente,2016-12-04,SANTA VITÓRIA DO PAMAR,RS,Sul,NEIVA,EMB-202
7154,Incidente,2017-05-04,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
7153,Incidente,2017-05-09,FLORIANÓPOLIS,SC,Sul,AIRBUS S.A.S.,A320-214
7152,Incidente Grave,2016-12-10,ERECHIM,RS,Sul,NEIVA,EMB-201A
7151,Incidente Grave,2016-12-07,BRAGANÇA PAULISTA,SP,Sudeste,NEIVA,56-C
7151,Incidente Grave,2016-12-07,BRAGANÇA PAULISTA,SP,Sudeste,NEIVA,56-C
7150,Incidente,2016-11-17,ANDRADINA,SP,Sudeste,LEARJET,45
7892,Incidente,2018-06-28,SANTARÉM,PA,Norte,CESSNA AIRCRAFT,208B
7891,Acidente,2018-06-25,ITAITUBA,PA,Norte,,
7880,Acidente,2018-06-16,REDENÇÃO,PA,Norte,,
7653,Incidente Grave,2017-12-27,EDÉIA,GO,Centro-Oeste,CESSNA AIRCRAFT,A188B
7890,Incidente,2018-06-23,PORTO ALEGRE,RS,Sul,EMBRAER,EMB-500
7889,Incidente,2018-06-16,GUARULHOS,SP,Sudeste,BOEING COMPANY,727-2M7
7888,Acidente,2018-06-23,FORTALEZA,CE,Nordeste,CESSNA AIRCRAFT,172B
7887,Incidente,2018-06-22,BRAGANÇA PAULISTA,SP,Sudeste,PIPER AIRCRAFT,PA-34-200
7884,Incidente,2018-06-16,CHAPADÃO DO LAGEADO,SC,Sul,AIRBUS S.A.S.,A320-214
7886,Acidente,2018-06-23,PARAUAPEBAS,PA,Norte,HOTEL CHAMA LTDA ME,CONQUEST 180
7885,Incidente,2018-06-19,SÃO PAULO,SP,Sudeste,PIPER AIRCRAFT,PA-34-200
7883,Acidente,2018-06-17,BRASILÂNDIA,MS,Centro-Oeste,PIPER AIRCRAFT,PA-34-220T
7882,Incidente,2018-06-17,TORRES,RS,Sul,PIPER AIRCRAFT,PA-28-161
7881,Acidente,2018-06-16,ESPÍRITO SANTO DO DOURADO,MG,Sudeste,AGUSTA,A109S
7652,Incidente,2017-12-27,PORTO SEGURO,BA,Nordeste,ROBINSON HELICOPTER,R44 II
7651,Ocorrência de Solo,2017-12-19,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-100 IGW
7650,Incidente,2017-11-11,MONTES CLAROS,MG,Sudeste,BEECH AIRCRAFT,58
7649,Incidente,2017-11-06,MONTES CLAROS,MG,Sudeste,CESSNA AIRCRAFT,210L
7648,Acidente,2017-12-09,COLNIZA,MT,Centro-Oeste,,PARADISE I
7647,Incidente Grave,2017-12-11,CAMPINAS,SP,Sudeste,NEIVA,56-C-1
7646,Incidente,2017-12-13,PORTO ALEGRE,RS,Sul,MELO TRANSPORTES E LOGÍSTICA LTDA,RV-10
7644,Acidente,2017-12-03,TUCUMÃ,PA,Norte,CESSNA AIRCRAFT,A188B
7644,Acidente,2017-12-03,TUCUMÃ,PA,Norte,CESSNA AIRCRAFT,A188B
7642,Incidente,2017-12-10,SÃO PAULO,SP,Sudeste,MARCELO QUEIROZ DUARTE,RV-10
7361,Incidente,2017-01-28,MACAÉ,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
7645,Incidente,2017-12-10,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,650
7357,Incidente Grave,2017-03-02,CUIABÁ,MT,Centro-Oeste,NEIVA,EMB-810D
7356,Incidente,2017-02-27,SINOP,MT,Centro-Oeste,PIPER AIRCRAFT,PA-34-220T
7643,Acidente,2017-12-08,SÃO FELIX DO XINGU,PA,Norte,CESSNA AIRCRAFT,210R
7360,Incidente,2017-02-10,BIRITIBA-MIRIM,SP,Sudeste,DIAMOND AIRCRAFT,DA20-C1
7359,Incidente Grave,2017-02-04,REDENÇÃO,PA,Norte,NEIVA,EMB-810D
7358,Acidente,2017-04-11,PEDRA PRETA,MT,Centro-Oeste,NEIVA,EMB-202
7355,Acidente,2017-03-13,ALEGRETE,RS,Sul,EMBRAER,EMB-202
7354,Acidente,2017-02-10,GUARULHOS,SP,Sudeste,RAYTHEON AIRCRAFT,BAE125-800B
7353,Acidente,2017-02-04,SÃO SEPÉ,RS,Sul,CESSNA AIRCRAFT,A188B
7878,Incidente,2018-06-11,FOZ DO IGUAÇU,PR,Sul,AIRBUS S.A.S.,A320-214
7874,Incidente,2018-06-07,RIO DE JANEIRO,RJ,Sudeste,,
7869,Acidente,2018-06-06,CAÇAPAVA,RS,Sul,NEIVA,EMB-201A
7352,Acidente,2017-02-03,SERTANÓPOLIS,PR,Sul,BEECH AIRCRAFT,V35B
7351,Acidente,2017-02-01,GUAÍBA,RS,Sul,CESSNA AIRCRAFT,A188B
8133,Incidente Grave,2018-09-27,MANAUS,AM,Norte,EMBRAER,EMB-810C
8132,Incidente,2018-09-25,CAMPO GRANDE,MS,Centro-Oeste,,
8133,Incidente Grave,2018-09-27,MANAUS,AM,Norte,EMBRAER,EMB-810C
8131,Incidente,2018-09-27,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,182N
8129,Incidente,2018-09-27,SÃO JOSÉ DO RIO PRETO,SP,Sudeste,AERO BOERO,AB-115
8126,Acidente,2018-09-24,FOZ DO IGUAÇU,PR,Sul,HONDA AIRCRAFT COMPANY,HA-420
8130,Incidente Grave,2018-09-26,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A321-231
8127,Incidente Grave,2018-09-21,ÁGUA BOA,MT,Centro-Oeste,BEECH AIRCRAFT,58
8127,Incidente Grave,2018-09-21,ÁGUA BOA,MT,Centro-Oeste,BEECH AIRCRAFT,58
8123,Incidente,2018-09-18,SANTARÉM,PA,Norte,NEIVA,EMB-720C
8125,Acidente,2018-09-22,ATIBAIA,SP,Sudeste,ALBERTO LOURENCO,CONQUEST
8124,Incidente,2018-09-19,LENÇÓIS,BA,Nordeste,EMBRAER,EMB-820C NAVAJO
8122,Incidente,2018-09-19,MANAUS,AM,Norte,EMBRAER,EMB-110P1
8121,Incidente,2018-08-14,BELO HORIZONTE,MG,Sudeste,CHINCUL SACAIFI,PA-28R-201T
7879,Incidente,2018-05-21,ANGRA DOS REIS,RJ,Sudeste,HELIBRAS,AS 350 B2
7877,Incidente,2018-06-09,SÃO PAULO,SP,Sudeste,BEECH AIRCRAFT,C90A
7876,Incidente,2018-06-02,SÃO PAULO,SP,Sudeste,PIPER AIRCRAFT,PA-34-200
7875,Acidente,2018-06-08,BIRIGUI,SP,Sudeste,BEECH AIRCRAFT,58
7875,Acidente,2018-06-08,BIRIGUI,SP,Sudeste,BEECH AIRCRAFT,58
7873,Incidente,2018-06-10,SÃO PAULO,SP,Sudeste,DIAMOND AIRCRAFT,DA20-C1
7872,Incidente,2018-06-09,RIO DE JANEIRO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
7871,Incidente,2018-06-09,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,182T
7870,Incidente Grave,2018-06-03,BARRETOS,SP,Sudeste,CESSNA AIRCRAFT,150M
7870,Incidente Grave,2018-06-03,BARRETOS,SP,Sudeste,CESSNA AIRCRAFT,150M
7868,Incidente,2018-06-05,MARÍLIA,SP,Sudeste,EMBRAER,EMB-121A1
7867,Incidente,2018-05-31,PARNAÍBA,PI,Nordeste,NEIVA,EMB-721D
7641,Incidente,2017-12-09,BARREIRAS,BA,Nordeste,CESSNA AIRCRAFT,525
7639,Acidente,2017-12-09,BAEPENDI,MG,Sudeste,,PARADISE I
7345,Acidente,2017-01-22,CAPITÓLIO,MG,Sudeste,ROBINSON HELICOPTER,R44
